Names,Recovery,Purity,Heavy key purity
AEI_0,0.8853587801230738,0.22879308334693582,0.897149667684473
APC_1,0.7614653527067499,0.3458726105118266,0.8074057533920794
APC_2,0.7806886107485302,0.3197911855132918,0.8201350441037838
CDO_1,0.9586269069946581,0.2219221920328467,0.9602706337591828
FAU_0,0.7478729575443835,0.4073439927319207,0.7986410053398767
IWR_0,0.7292424718739667,0.5027533800070156,0.7869321864059187
IWW_0,0.7915330356506187,0.36895970300053593,0.827494693277266
SAS_1,0.8134015889309675,0.4417341542061297,0.8427451028685249
